ID,is_attrited,Age,Gender,Dependent_cnt,Edu_level,Marital_status,Income,Card,Period_m,Total_rel_cnt,Inactive_last_12m,Contacts_cnt_last_12m,Credit_limit,Total_trans_amt,Total_trans_cnt
4305,0,34,M,5,Post-Graduate,Single,$80K - $120K,Silver,28,3,3,2,34516,2421,63
4306,0,48,M,3,Graduate,Unknown,$60K - $80K,Blue,36,3,3,2,6703,1843,44
4307,0,53,M,1,High School,Married,$120K +,Blue,36,6,3,2,3312,1740,32
4308,0,52,M,2,High School,Married,$60K - $80K,Blue,45,5,1,4,24287,5495,69
4309,0,38,F,2,Graduate,Single,Unknown,Blue,30,4,1,4,19595,4079,65
4310,0,50,M,3,Uneducated,Single,$120K +,Blue,36,5,3,4,27876,4654,88
4311,0,43,F,5,Graduate,Single,Less than $40K,Blue,38,6,2,2,1438.3,4469,85
4312,0,45,F,2,High School,Single,Less than $40K,Platinum,36,1,3,1,15987,15513,127
4313,0,43,F,3,Unknown,Married,Less than $40K,Blue,31,4,3,2,5702,3928,75
4314,0,51,M,1,Post-Graduate,Married,$120K +,Silver,31,2,5,2,34516,7520,79
4315,0,39,F,3,Graduate,Married,Less than $40K,Blue,32,5,6,3,3221,1765,40
4316,0,44,F,2,Doctorate,Divorced,Unknown,Blue,39,6,4,1,9856,5408,83
4317,0,46,F,3,Graduate,Married,Less than $40K,Blue,37,5,1,3,2470,4519,78
4318,0,34,M,4,Unknown,Married,$40K - $60K,Blue,26,3,2,4,5540,1524,31
4319,0,65,M,0,Graduate,Married,Less than $40K,Blue,46,3,2,2,2416,2372,53
4320,0,34,F,2,Graduate,Unknown,Unknown,Silver,16,2,2,1,32292,7564,76
4321,0,40,F,2,Graduate,Married,Less than $40K,Blue,28,3,1,2,2421,1346,30
4322,0,35,F,2,Graduate,Single,Unknown,Blue,26,6,1,2,3269,4672,66
4323,0,42,F,3,High School,Married,Less than $40K,Blue,33,6,3,2,3815,4430,94
4324,0,49,F,4,Graduate,Married,$40K - $60K,Blue,41,5,1,2,6250,2433,41
4325,0,60,F,0,High School,Married,Less than $40K,Blue,50,6,0,1,3466,4073,69
4326,0,28,M,0,Graduate,Single,Less than $40K,Blue,36,4,2,4,1707,2950,87
4327,0,32,F,1,Graduate,Single,Unknown,Blue,13,5,1,3,3558,4878,71
4328,0,52,M,3,Graduate,Single,$60K - $80K,Blue,46,4,2,2,9357,4173,77
4329,0,44,M,4,Graduate,Single,$80K - $120K,Blue,37,3,3,1,14388,7042,85
4330,0,32,M,2,Graduate,Married,$80K - $120K,Blue,36,2,1,2,25438,16485,104
4331,1,62,F,0,Doctorate,Single,Less than $40K,Blue,50,6,3,5,2936,2692,29
4332,0,55,M,4,Graduate,Married,$120K +,Blue,36,4,2,2,24336,1425,33
4333,0,44,M,0,Unknown,Married,$40K - $60K,Silver,34,2,1,2,22226,8753,97
4334,0,39,M,2,Graduate,Single,$60K - $80K,Blue,24,2,3,2,21679,15581,115
4335,0,43,F,1,Graduate,Unknown,Less than $40K,Blue,32,4,4,3,1834,5653,79
4336,0,45,M,4,Unknown,Married,$60K - $80K,Blue,36,6,1,1,11498,4014,70
4337,0,45,M,3,Graduate,Married,$60K - $80K,Blue,25,3,3,2,9791,1649,59
4338,1,44,F,5,Post-Graduate,Unknown,Less than $40K,Blue,33,3,3,2,9073,6793,60
4339,0,42,F,2,Graduate,Married,Unknown,Blue,33,6,1,1,13770,1582,36
4340,0,30,F,0,High School,Single,Less than $40K,Blue,20,3,3,4,2112,4729,78
4341,1,52,F,4,Unknown,Married,Less than $40K,Blue,36,1,4,5,2143,1353,36
4342,0,51,F,4,Uneducated,Single,Less than $40K,Blue,37,4,4,2,1765,3333,66
4343,0,40,F,5,High School,Married,Less than $40K,Blue,31,4,2,2,2813,4491,68
4344,1,49,F,4,Uneducated,Unknown,Less than $40K,Blue,39,6,3,2,3468,2494,39
4345,0,33,F,3,Graduate,Married,Less than $40K,Blue,20,5,1,3,1438.3,4530,72
4346,1,49,F,0,Doctorate,Unknown,Less than $40K,Blue,37,5,2,3,1749,2510,38
4347,0,53,M,1,High School,Single,$80K - $120K,Blue,38,6,2,2,8154,1379,26
4348,0,50,F,2,Graduate,Married,Less than $40K,Blue,36,2,3,2,1912,4851,87
4349,0,48,M,3,High School,Unknown,$40K - $60K,Blue,43,2,2,3,1753,4588,77
4350,0,48,M,2,Unknown,Unknown,$60K - $80K,Blue,44,4,3,3,8904,3654,65
4351,1,44,M,1,High School,Unknown,$80K - $120K,Gold,36,2,2,3,34516,1891,34
4352,0,37,F,1,High School,Married,$40K - $60K,Blue,25,4,3,4,5865,2623,47
4353,0,48,F,3,High School,Married,Less than $40K,Blue,36,5,2,1,1438.3,4490,65
4354,0,43,F,3,High School,Unknown,Less than $40K,Blue,13,6,2,1,2605,5298,79
4355,0,50,F,2,High School,Married,Unknown,Blue,40,2,3,2,19962,14703,119
4356,0,38,F,0,High School,Single,Less than $40K,Silver,36,4,3,2,13747,16401,119
4357,0,51,F,2,Graduate,Married,$40K - $60K,Blue,45,3,2,4,5930,2041,32
4358,0,31,M,2,Graduate,Unknown,$80K - $120K,Silver,22,2,3,2,34516,14185,98
4359,0,42,F,3,College,Single,Unknown,Silver,31,3,2,2,34516,3415,79
4360,0,49,M,3,Post-Graduate,Single,$120K +,Silver,36,6,1,5,34516,3422,78
4361,0,46,F,4,College,Single,$40K - $60K,Blue,41,2,3,3,13743,9406,106
4362,0,60,M,1,Graduate,Single,$40K - $60K,Blue,54,6,3,3,1848,4757,75
4363,1,38,F,2,Doctorate,Married,Less than $40K,Blue,28,5,2,4,1614,2437,46
4364,0,65,F,2,College,Single,$40K - $60K,Blue,54,4,3,2,3009,4070,71
4365,0,47,M,2,Post-Graduate,Single,$120K +,Silver,35,3,3,4,34516,14738,113
4366,0,47,F,1,High School,Married,Less than $40K,Blue,41,3,3,4,2709,4915,92
4367,1,53,F,1,Graduate,Married,Unknown,Blue,36,6,3,1,5842,1828,44
4368,0,52,M,2,Graduate,Divorced,$60K - $80K,Blue,34,2,1,1,4813,7477,91
4369,0,44,F,1,High School,Single,Unknown,Blue,39,4,3,2,2021,4209,77
4370,0,56,M,2,High School,Married,$120K +,Blue,46,4,1,3,27029,1302,27
4371,0,35,M,1,Unknown,Single,$60K - $80K,Blue,25,6,3,2,6053,2208,59
4372,0,51,M,2,Graduate,Married,$60K - $80K,Silver,36,3,6,3,26142,3969,78
4373,0,50,M,1,High School,Unknown,$80K - $120K,Blue,31,1,2,2,26840,7969,93
4374,1,47,M,3,Uneducated,Single,$60K - $80K,Blue,36,3,2,4,1659,1920,39
4375,0,49,M,3,Graduate,Single,$80K - $120K,Blue,36,2,3,1,4557,7333,91
4376,0,46,F,2,Graduate,Married,Less than $40K,Blue,38,4,3,0,2888,1111,26
4377,0,42,M,4,High School,Married,$60K - $80K,Blue,27,2,3,2,13804,7376,97
4378,0,47,F,4,Unknown,Divorced,$40K - $60K,Blue,34,6,1,2,3502,1814,31
4379,1,44,M,3,High School,Single,$60K - $80K,Silver,36,5,2,3,25276,2282,38
4380,0,44,M,3,Graduate,Single,$40K - $60K,Silver,29,5,1,3,19360,3966,78
4381,0,55,F,2,Uneducated,Divorced,Less than $40K,Blue,49,5,2,1,1438.3,4573,93
4382,1,43,M,3,Uneducated,Married,$80K - $120K,Blue,31,6,3,4,6824,9045,67
4383,0,59,F,1,Uneducated,Married,$40K - $60K,Blue,36,4,2,3,3356,999,28
4384,0,41,M,4,College,Married,$120K +,Blue,28,5,3,0,28020,1723,36
4385,0,31,M,1,Unknown,Married,$40K - $60K,Blue,36,1,3,3,5590,14643,127
4386,0,62,M,1,Uneducated,Single,$60K - $80K,Blue,49,4,1,2,12814,3566,76
4387,0,38,F,3,College,Married,Less than $40K,Blue,36,1,2,3,3297,4636,86
4388,0,49,F,2,Uneducated,Single,$40K - $60K,Blue,37,2,1,3,7045,7381,98
4389,0,55,F,3,Unknown,Married,$40K - $60K,Blue,47,5,2,0,1929,2354,50
4390,1,45,F,4,Unknown,Single,Less than $40K,Blue,40,5,4,3,1438.3,2207,41
4391,0,44,M,4,Graduate,Married,$80K - $120K,Blue,36,3,2,3,19430,3650,80
4392,1,44,M,3,Graduate,Unknown,$60K - $80K,Gold,29,2,3,2,34516,6782,67
4393,0,49,M,5,Unknown,Single,$80K - $120K,Blue,30,3,2,1,20895,3210,65
4394,1,59,M,0,Post-Graduate,Married,$80K - $120K,Blue,46,5,4,2,6526,2331,45
4395,0,48,M,3,College,Married,$40K - $60K,Blue,34,2,2,1,1913,7265,80
4396,0,40,F,3,Graduate,Married,Unknown,Blue,20,3,1,3,1829,1610,49
4397,0,63,M,1,Uneducated,Married,$80K - $120K,Blue,36,5,2,3,24571,1746,28
4398,0,46,M,4,Graduate,Single,$80K - $120K,Blue,33,5,1,1,2371,4460,78
4399,0,42,M,4,Doctorate,Single,$60K - $80K,Blue,31,2,2,2,3322,13784,108
4400,0,42,M,3,Post-Graduate,Married,$80K - $120K,Blue,30,6,2,3,13908,4319,81
4401,0,54,F,2,Uneducated,Single,Less than $40K,Blue,43,6,1,4,3006,5177,66
4402,0,57,M,1,Graduate,Married,$80K - $120K,Blue,47,5,3,1,14612,1827,24
4403,0,51,M,4,Doctorate,Married,$60K - $80K,Blue,36,2,1,2,3451,4097,67
4404,0,38,M,2,College,Married,$80K - $120K,Blue,23,4,1,1,18226,1681,43
4405,0,41,M,4,Post-Graduate,Married,$80K - $120K,Blue,36,1,2,2,21751,8332,102
4406,0,46,F,1,Unknown,Single,Less than $40K,Blue,40,4,2,2,1438.3,4692,91
4407,1,49,M,3,College,Married,$120K +,Blue,43,5,3,3,4781,2451,50
4408,0,37,M,3,Uneducated,Married,$40K - $60K,Blue,25,5,0,3,1438.3,5046,77
4409,0,58,M,1,High School,Married,$80K - $120K,Blue,50,1,1,3,34516,13988,127
4410,1,46,F,1,Post-Graduate,Married,$40K - $60K,Blue,38,3,2,2,1803,1979,37
4411,0,54,M,1,Unknown,Single,$80K - $120K,Blue,49,2,3,3,28570,15130,102
4412,0,33,F,3,College,Single,Less than $40K,Blue,23,6,4,1,2562,2256,70
4413,0,42,F,3,Uneducated,Single,Less than $40K,Blue,38,4,1,4,1538,5228,61
4414,1,57,M,3,Graduate,Married,$120K +,Blue,38,2,3,3,8249,678,11
4415,0,64,M,0,Graduate,Single,Less than $40K,Blue,36,5,4,1,1873,4738,82
4416,0,46,M,2,Uneducated,Single,$120K +,Blue,33,6,2,3,34516,3508,58
4417,0,51,M,2,Graduate,Married,$80K - $120K,Blue,35,4,2,2,6205,4605,88
4418,0,43,F,3,Graduate,Married,Less than $40K,Blue,38,2,2,2,1530,5138,84
4419,0,38,M,1,Uneducated,Married,Less than $40K,Blue,31,6,3,3,6236,5389,84
4420,0,42,F,5,Uneducated,Married,Unknown,Blue,29,3,2,3,1840,4515,76
4421,1,51,F,2,Uneducated,Single,Less than $40K,Blue,36,3,3,3,1438.3,1939,49
4422,0,37,M,2,High School,Single,$80K - $120K,Blue,36,1,2,3,6713,7946,85
4423,0,46,M,2,Unknown,Single,$80K - $120K,Blue,34,1,3,2,3841,8444,81
4424,0,49,M,3,High School,Single,$60K - $80K,Blue,40,3,4,2,8190,3529,84
4425,0,38,F,2,Unknown,Single,Less than $40K,Blue,23,5,3,3,2222,1823,49
4426,0,37,F,2,High School,Single,Less than $40K,Blue,36,6,2,4,3586,2780,57
4427,0,38,F,2,Post-Graduate,Married,$40K - $60K,Blue,28,2,1,1,4468,4690,79
4428,0,37,F,2,College,Single,Less than $40K,Blue,26,1,1,2,1438.3,3948,84
4429,0,42,M,3,Graduate,Single,$60K - $80K,Silver,22,5,3,1,25293,4059,80
4430,0,41,F,4,High School,Single,Less than $40K,Blue,23,3,2,2,2787,4949,76
4431,0,36,M,4,Unknown,Single,$40K - $60K,Blue,36,6,1,2,9887,2552,64
4432,0,46,M,5,Unknown,Married,$60K - $80K,Blue,35,3,3,3,1790,3539,57
4433,0,45,M,4,College,Single,$60K - $80K,Blue,35,2,2,3,13445,7377,82
4434,0,30,M,1,Unknown,Married,Less than $40K,Blue,13,3,6,5,2607,1719,45
4435,0,57,F,2,Uneducated,Married,Unknown,Blue,47,3,2,2,3136,4930,80
4436,0,49,M,4,Post-Graduate,Married,$60K - $80K,Blue,35,4,2,3,2527,3585,68
4437,0,46,M,5,High School,Married,$40K - $60K,Blue,37,6,2,1,2375,4087,66
4438,0,48,F,1,High School,Married,Less than $40K,Blue,40,5,4,3,4170,4532,94
4439,0,33,M,2,Doctorate,Married,$60K - $80K,Blue,28,3,3,3,4049,1742,35
4440,0,50,F,1,High School,Married,$40K - $60K,Blue,43,4,3,4,2961,4056,92
4441,0,43,M,3,Post-Graduate,Married,$60K - $80K,Gold,37,6,1,2,34516,4149,86
4442,0,49,F,1,College,Married,Unknown,Blue,36,1,3,2,5039,4770,74
4443,0,50,M,1,Graduate,Married,$60K - $80K,Blue,37,2,2,2,20708,8503,88
4444,0,46,M,2,Post-Graduate,Single,$40K - $60K,Silver,40,4,2,2,15459,1419,30
4445,0,47,M,4,High School,Divorced,$60K - $80K,Blue,36,1,1,1,1983,5065,80
4446,1,47,F,4,Graduate,Single,Less than $40K,Blue,40,6,4,3,2473,2133,44
4447,0,43,M,3,Graduate,Single,$60K - $80K,Blue,35,3,3,2,5652,3710,70
4448,0,38,F,2,High School,Married,Less than $40K,Blue,36,6,4,3,1438.3,4707,88
4449,0,51,M,1,Doctorate,Married,$80K - $120K,Blue,44,5,2,4,8031,3576,77
4450,0,49,M,2,Graduate,Single,$60K - $80K,Gold,45,2,3,1,34516,7711,80
4451,1,40,M,4,Graduate,Single,$80K - $120K,Silver,22,3,1,3,34516,1028,26
4452,0,54,F,1,Doctorate,Unknown,Less than $40K,Blue,43,4,6,4,5267,4196,81
4453,0,45,M,0,Uneducated,Single,$80K - $120K,Blue,36,1,4,3,20356,15180,121
4454,0,48,M,3,Graduate,Married,$40K - $60K,Blue,30,3,1,3,3235,1637,43
4455,0,39,F,1,Unknown,Single,$40K - $60K,Blue,36,6,1,3,11213,1257,23
4456,0,43,F,4,Graduate,Divorced,Unknown,Blue,36,5,2,2,11536,4106,81
4457,0,65,M,0,High School,Single,$40K - $60K,Blue,53,3,2,2,2507,3325,67
4458,0,58,F,3,Graduate,Married,Less than $40K,Blue,36,2,2,2,5023,14111,98
4459,0,55,M,1,Graduate,Married,$40K - $60K,Blue,36,2,1,2,3705,16089,119
4460,0,54,M,2,Unknown,Single,$120K +,Blue,36,5,1,2,19865,4350,83
4461,0,46,F,4,Uneducated,Divorced,Unknown,Blue,34,2,3,1,8110,8033,94
4462,1,40,M,3,Graduate,Single,$80K - $120K,Blue,36,1,2,2,6921,2729,44
4463,0,46,F,4,Unknown,Single,Less than $40K,Blue,39,4,2,3,7128,3534,70
4464,0,53,M,1,Uneducated,Married,$120K +,Blue,45,5,1,3,9343,1385,31
4465,0,42,M,3,College,Single,$80K - $120K,Blue,36,6,1,0,29535,3934,74
4466,0,44,F,3,High School,Unknown,Less than $40K,Blue,36,3,3,2,2608,4671,61
4467,0,46,F,4,High School,Single,Less than $40K,Blue,28,6,3,4,3206,3253,72
4468,0,38,F,3,High School,Single,$40K - $60K,Gold,26,2,2,1,23981,7872,103
4469,0,51,F,3,Unknown,Single,Less than $40K,Blue,41,5,1,2,2941,4099,66
4470,0,58,F,2,Uneducated,Married,$40K - $60K,Blue,47,3,2,2,2848,1135,27
4471,0,44,M,4,Graduate,Married,$60K - $80K,Blue,28,6,2,3,11338,1227,24
4472,0,52,F,2,Uneducated,Married,Less than $40K,Blue,42,6,3,0,5456,3470,65
4473,0,47,F,2,Graduate,Married,$40K - $60K,Blue,36,5,2,3,2255,4772,83
4474,0,47,F,1,Graduate,Married,Unknown,Blue,34,3,2,2,3112,4613,86
4475,0,49,F,2,High School,Married,Less than $40K,Blue,39,5,3,1,2992,4339,84
4476,0,33,F,4,High School,Single,Unknown,Blue,29,6,2,3,12716,2412,64
4477,0,41,F,4,Graduate,Married,$40K - $60K,Blue,36,3,2,3,3179,4337,82
4478,0,55,F,0,Graduate,Single,$40K - $60K,Blue,35,5,1,3,3735,1749,41
4479,0,60,F,0,Graduate,Married,Less than $40K,Blue,50,4,2,2,3147,1558,23
4480,0,29,F,1,Unknown,Single,Less than $40K,Blue,36,1,1,2,2763,4660,80
4481,0,46,F,5,High School,Married,Unknown,Blue,36,5,3,0,3562,4198,77
4482,0,38,M,2,High School,Married,$80K - $120K,Blue,36,5,3,3,2407,1470,28
4483,0,44,F,1,Doctorate,Divorced,Less than $40K,Blue,39,5,2,4,2311,1701,33
4484,1,39,M,2,High School,Married,$40K - $60K,Blue,30,5,3,3,2220,2859,55
4485,0,36,F,2,Doctorate,Single,Unknown,Blue,23,5,2,3,6966,4855,69
4486,0,48,F,1,Graduate,Single,Less than $40K,Blue,41,5,1,1,1860,5163,73
4487,0,41,M,3,Unknown,Married,$80K - $120K,Blue,34,4,4,1,13535,1028,21
4488,0,64,F,0,Doctorate,Married,Less than $40K,Blue,53,4,1,3,5462,1523,35
4489,0,42,M,1,High School,Married,$40K - $60K,Blue,32,4,2,2,2807,1346,26
4490,0,41,F,4,Unknown,Single,$40K - $60K,Blue,31,5,1,2,2128,3968,81
4491,0,48,M,4,Unknown,Divorced,$60K - $80K,Blue,31,4,1,1,1438.3,4509,74
4492,0,50,M,4,Post-Graduate,Married,$120K +,Blue,36,4,1,3,17374,15473,128
4493,0,43,M,4,High School,Married,$40K - $60K,Blue,35,1,1,1,3442,7801,74
4494,0,62,F,0,Graduate,Single,Unknown,Blue,36,5,2,4,2870,3946,74
4495,0,46,M,3,High School,Married,$60K - $80K,Blue,35,4,3,3,14701,3490,69
4496,0,42,F,4,Uneducated,Divorced,Unknown,Blue,38,6,3,2,10039,4685,76
4497,0,44,F,3,Doctorate,Single,$40K - $60K,Blue,40,4,1,3,3659,4861,74
4498,0,52,F,0,Graduate,Married,Unknown,Blue,37,6,2,2,7608,4921,81
4499,1,45,M,4,Graduate,Married,$80K - $120K,Blue,35,2,3,3,23542,2152,46
4500,0,46,F,4,Graduate,Single,$40K - $60K,Blue,34,6,2,1,2711,4795,65
4501,0,58,M,1,High School,Married,$60K - $80K,Blue,46,3,2,4,4188,1276,25
4502,0,48,M,3,College,Married,Less than $40K,Blue,36,3,1,2,8795,4681,74
4503,0,46,M,1,Uneducated,Married,$80K - $120K,Blue,33,3,1,2,13324,4245,76
4504,0,45,F,5,Graduate,Divorced,Less than $40K,Blue,26,3,5,2,1438.3,3889,60
4505,1,46,F,3,Uneducated,Single,Unknown,Blue,35,2,3,3,1706,2320,42
4506,0,48,F,3,High School,Married,Unknown,Silver,36,4,2,3,32611,3916,61
4507,0,48,F,2,Uneducated,Married,Unknown,Blue,38,1,3,3,2186,4629,77
4508,0,62,M,0,High School,Single,Unknown,Blue,36,3,3,3,21329,4206,75
4509,0,48,M,1,Unknown,Married,$60K - $80K,Silver,37,6,3,5,25270,1941,51
4510,0,47,M,2,Unknown,Single,$80K - $120K,Blue,41,6,2,4,10606,2694,61
4511,0,48,F,4,College,Married,$40K - $60K,Blue,37,3,6,2,1792,4120,78
4512,0,57,M,2,Uneducated,Single,$40K - $60K,Blue,52,5,3,4,12291,1683,50
4513,0,50,F,2,Unknown,Married,Unknown,Blue,31,4,2,2,3604,4051,65
4514,0,50,M,3,Graduate,Married,$120K +,Blue,38,5,2,4,34516,3806,76
4515,0,60,F,1,Graduate,Single,Unknown,Blue,55,3,3,3,13397,5049,75
4516,0,58,F,1,Graduate,Married,Unknown,Blue,48,2,3,1,9926,4937,73
4517,0,37,M,3,Uneducated,Unknown,$80K - $120K,Blue,36,4,2,3,9782,3672,75
4518,0,50,M,1,Doctorate,Single,$80K - $120K,Blue,41,5,4,2,5068,5173,64
4519,0,52,M,2,High School,Single,$120K +,Blue,44,4,2,2,6617,3595,68
4520,0,49,F,5,Graduate,Unknown,Less than $40K,Blue,36,1,3,2,3272,4444,83
4521,0,40,M,4,Graduate,Married,Less than $40K,Blue,34,3,1,2,2577,4134,62
4522,0,60,F,1,Uneducated,Married,Less than $40K,Blue,36,5,1,0,1913,1448,22
4523,0,39,M,1,College,Married,Less than $40K,Blue,27,4,2,2,2283,4571,72
4524,0,37,F,2,High School,Married,Unknown,Blue,27,2,1,2,5245,4938,70
4525,0,54,F,1,High School,Married,Less than $40K,Blue,43,6,2,3,2306,2097,57
4526,0,35,F,2,College,Married,$40K - $60K,Blue,29,6,1,3,10980,1830,36
4527,0,49,M,3,Unknown,Married,$60K - $80K,Blue,36,6,1,3,22651,3915,72
4528,0,42,F,3,Graduate,Married,Less than $40K,Blue,36,4,2,2,2526,4267,72
4529,0,41,F,3,Doctorate,Married,Less than $40K,Blue,36,3,1,1,1956,4924,70
4530,0,37,F,2,Post-Graduate,Married,Less than $40K,Blue,36,6,2,3,2310,4191,77
4531,0,49,M,2,Uneducated,Married,$60K - $80K,Blue,35,3,3,3,13435,3575,56
4532,0,56,M,3,College,Married,$120K +,Blue,50,3,2,0,9689,1158,19
4533,1,39,F,3,Graduate,Married,Unknown,Blue,36,3,2,3,1575,644,15
4534,1,54,M,2,Uneducated,Single,$40K - $60K,Blue,50,2,1,3,3682,1642,35
4535,0,61,F,0,Graduate,Single,Less than $40K,Blue,36,5,3,3,2207,4348,84
4536,0,42,M,5,High School,Unknown,$80K - $120K,Blue,23,3,2,3,7253,7595,83
4537,0,54,F,4,Graduate,Single,Less than $40K,Blue,45,6,2,2,1990,5216,87
4538,0,58,F,2,Unknown,Married,Less than $40K,Blue,43,6,2,2,3034,1617,29
4539,0,61,M,1,Graduate,Single,Unknown,Blue,56,5,3,2,4235,3862,76
4540,0,43,F,2,Post-Graduate,Single,$40K - $60K,Blue,36,4,1,3,2283,4088,66
4541,0,53,F,3,Post-Graduate,Married,Less than $40K,Blue,43,4,3,4,1438.3,4075,71
4542,0,59,M,2,Graduate,Single,$60K - $80K,Blue,42,3,2,2,16727,3511,73
4543,1,40,F,3,High School,Single,Less than $40K,Blue,35,6,3,5,5492,2416,45
4544,0,63,M,1,Graduate,Married,$40K - $60K,Blue,53,6,6,2,2880,1323,26
4545,0,43,M,3,High School,Married,$80K - $120K,Blue,23,5,6,1,12315,2028,51
4546,1,49,F,3,Graduate,Divorced,Less than $40K,Blue,36,3,3,3,1438.3,1849,43
4547,0,59,F,0,Uneducated,Married,Less than $40K,Blue,39,6,3,4,2417,2367,50
4548,0,61,M,1,Graduate,Single,Unknown,Blue,54,1,1,3,9070,8440,102
4549,0,57,F,3,High School,Married,Unknown,Blue,51,6,1,0,8362,1175,41
4550,1,55,M,2,Graduate,Married,$120K +,Blue,36,3,2,4,4697,1867,34
4551,0,50,F,3,High School,Married,Less than $40K,Silver,40,5,2,2,10062,1964,44
4552,1,45,M,3,Uneducated,Divorced,$80K - $120K,Blue,25,2,2,3,6614,3016,51
4553,0,35,F,2,Doctorate,Married,$40K - $60K,Blue,27,6,1,0,1953,4598,71
4554,0,42,F,3,Uneducated,Divorced,Less than $40K,Blue,38,5,2,2,3131,3108,62
4555,1,39,M,2,Uneducated,Single,$60K - $80K,Blue,36,5,3,3,13961,783,20
4556,0,46,M,4,High School,Unknown,$40K - $60K,Blue,41,6,1,2,8738,3121,60
4557,0,36,M,2,College,Married,$120K +,Blue,29,6,3,2,3158,2973,63
4558,0,50,F,2,High School,Divorced,Unknown,Blue,39,5,2,4,9716,5007,91
4559,0,41,M,0,High School,Single,$80K - $120K,Blue,31,3,5,2,33472,4719,70
4560,1,43,M,3,College,Married,$60K - $80K,Blue,36,2,3,3,1438.3,1707,38
4561,0,43,F,4,Unknown,Single,Less than $40K,Blue,33,3,3,1,2525,4409,69
4562,0,52,M,5,Unknown,Married,$80K - $120K,Blue,40,3,3,4,30314,3290,82
4563,0,60,F,1,High School,Single,Less than $40K,Blue,36,5,2,2,2688,4183,71
4564,0,29,M,1,Graduate,Married,$80K - $120K,Silver,36,1,2,1,34516,13971,116
4565,0,57,F,3,Graduate,Unknown,$40K - $60K,Blue,46,2,2,2,2791,5440,83
4566,0,35,F,2,Doctorate,Single,Less than $40K,Blue,30,5,1,1,1438.3,4006,72
4567,0,44,M,2,Graduate,Married,$80K - $120K,Blue,35,3,2,2,11910,1646,39
4568,1,60,F,1,Unknown,Single,$40K - $60K,Blue,41,3,2,4,2425,1522,36
4569,0,40,F,4,Uneducated,Married,Less than $40K,Blue,31,5,2,3,1438.3,4702,84
4570,0,35,F,4,Graduate,Single,Less than $40K,Blue,22,6,3,3,1438.3,3427,64
4571,1,50,F,1,Graduate,Single,Less than $40K,Blue,36,1,3,4,2422,2548,46
4572,0,41,M,1,Graduate,Single,$80K - $120K,Blue,29,5,1,3,21684,1329,24
4573,0,40,F,4,Graduate,Single,Less than $40K,Blue,26,5,3,0,2206,5196,92
4574,0,43,F,1,High School,Divorced,Less than $40K,Silver,35,3,2,2,10514,1229,27
4575,0,48,M,4,College,Single,$60K - $80K,Blue,30,4,2,2,3307,4006,68
4576,0,61,M,0,Uneducated,Married,$120K +,Blue,36,4,3,4,24172,1658,27
4577,0,35,M,3,High School,Married,$60K - $80K,Blue,24,3,2,2,2066,1895,43
4578,0,52,M,1,College,Single,$80K - $120K,Blue,40,5,1,1,4745,1140,40
4579,0,53,M,2,Uneducated,Married,$80K - $120K,Blue,43,6,1,3,6704,1331,30
4580,0,35,F,3,Graduate,Single,Less than $40K,Blue,23,6,3,1,2211,4359,79
4581,0,44,M,1,Graduate,Married,$80K - $120K,Gold,29,2,1,3,34516,7665,86
4582,0,56,M,4,High School,Single,$80K - $120K,Blue,40,4,3,3,34516,4714,82
4583,0,44,M,2,Unknown,Unknown,$60K - $80K,Blue,39,5,3,3,22075,2337,40
4584,0,32,F,2,Uneducated,Single,Unknown,Blue,25,3,2,1,3193,4419,75
4585,0,46,M,4,Graduate,Single,$80K - $120K,Silver,40,5,1,4,34516,3568,57
4586,0,59,M,1,College,Married,$60K - $80K,Blue,36,4,1,2,7871,1428,22
4587,0,36,M,3,Graduate,Married,$60K - $80K,Blue,27,4,3,2,12397,1888,42
4588,0,43,M,3,Unknown,Married,$40K - $60K,Blue,32,3,1,3,12219,3843,69
4589,0,55,M,2,Graduate,Single,$80K - $120K,Blue,46,5,5,2,4994,4802,81
4590,0,45,M,2,Graduate,Married,$60K - $80K,Platinum,31,2,2,1,34516,8773,105
4591,0,40,F,3,High School,Married,Less than $40K,Blue,32,5,1,3,2046,3432,49
4592,0,42,M,4,High School,Married,$80K - $120K,Blue,30,6,1,0,29801,990,21
4593,1,50,F,2,Unknown,Married,Unknown,Blue,39,3,2,1,1773,1764,30
4594,0,35,F,4,Uneducated,Single,Less than $40K,Blue,24,4,2,2,3271,2464,92
4595,0,43,F,4,High School,Divorced,$40K - $60K,Blue,34,5,1,1,6034,4712,67
4596,0,38,F,1,College,Unknown,Less than $40K,Blue,32,2,3,3,2609,8677,96
4597,0,42,M,5,Unknown,Unknown,$120K +,Blue,36,4,1,2,34516,1230,34
4598,0,37,F,1,High School,Single,Less than $40K,Blue,23,6,3,4,1879,5202,88
4599,0,60,M,0,College,Single,$80K - $120K,Silver,53,6,3,2,34516,3261,64
4600,0,38,F,2,High School,Single,Less than $40K,Blue,27,6,1,3,2096,1559,49
4601,1,36,M,3,Post-Graduate,Married,$120K +,Blue,27,2,1,2,13873,694,18
4602,0,38,M,2,High School,Married,$40K - $60K,Blue,32,3,2,2,1438.3,1999,39
4603,1,51,F,2,College,Married,$40K - $60K,Blue,46,3,1,3,4882,1544,44
4604,0,46,M,4,High School,Married,$80K - $120K,Blue,38,5,1,2,28327,3475,52
4605,0,49,F,4,High School,Married,Less than $40K,Blue,35,5,3,2,3038,4784,83
